,region,region name,crop,year,symbol,label,unit,value,confidence
324,AL,Albania,Grain maize,2008,A,harvested area,Mha,0.049,unprocessed
325,AL,Albania,Grain maize,2008,H,harvested quantity,Gg N,3.55072,unprocessed
326,AL,Albania,Grain maize,2008,Y,yield,kg N / ha,72.46367346938776,calculated
327,AL,Albania,Grain maize,2009,A,harvested area,Mha,0.0476,unprocessed
328,AL,Albania,Grain maize,2009,H,harvested quantity,Gg N,3.842104,unprocessed
329,AL,Albania,Grain maize,2009,Y,yield,kg N / ha,80.71647058823528,calculated
330,AL,Albania,Grain maize,2010,A,harvested area,Mha,0.0542,unprocessed
331,AL,Albania,Grain maize,2010,H,harvested quantity,Gg N,5.246432,unprocessed
332,AL,Albania,Grain maize,2010,Y,yield,kg N / ha,96.79763837638377,calculated
333,AL,Albania,Grain maize,2011,A,harvested area,Mha,0.0612,unprocessed
334,AL,Albania,Grain maize,2011,H,harvested quantity,Gg N,5.310272,unprocessed
335,AL,Albania,Grain maize,2011,Y,yield,kg N / ha,86.7691503267974,calculated
336,AL,Albania,Grain maize,2012,A,harvested area,Mha,0.0535,unprocessed
337,AL,Albania,Grain maize,2012,H,harvested quantity,Gg N,5.2175519999999995,unprocessed
338,AL,Albania,Grain maize,2012,Y,yield,kg N / ha,97.52433644859812,calculated
339,AL,Albania,Grain maize,2013,A,harvested area,Mha,0.05425,filled (c)
340,AL,Albania,Grain maize,2013,H,harvested quantity,Gg N,5.496776,filled (c)
341,AL,Albania,Grain maize,2013,Y,yield,kg N / ha,101.3230599078341,calculated
342,AL,Albania,Grain maize,2014,A,harvested area,Mha,0.055,unprocessed
343,AL,Albania,Grain maize,2014,H,harvested quantity,Gg N,5.776,unprocessed
344,AL,Albania,Grain maize,2014,Y,yield,kg N / ha,105.01818181818182,calculated
345,AL,Albania,Grain maize,2015,A,harvested area,Mha,0.0546,unprocessed
346,AL,Albania,Grain maize,2015,H,harvested quantity,Gg N,5.776,unprocessed
347,AL,Albania,Grain maize,2015,Y,yield,kg N / ha,105.78754578754578,calculated
348,AL,Albania,Grain maize,2016,A,harvested area,Mha,0.0585,unprocessed
349,AL,Albania,Grain maize,2016,H,harvested quantity,Gg N,5.77144,unprocessed
350,AL,Albania,Grain maize,2016,Y,yield,kg N / ha,98.65709401709401,calculated
351,AL,Albania,Grain maize,2017,A,harvested area,Mha,0.0581,unprocessed
352,AL,Albania,Grain maize,2017,H,harvested quantity,Gg N,5.79272,unprocessed
353,AL,Albania,Grain maize,2017,Y,yield,kg N / ha,99.70258175559381,calculated
354,AL,Albania,Grain maize,2018,A,harvested area,Mha,0.0541,unprocessed
355,AL,Albania,Grain maize,2018,H,harvested quantity,Gg N,5.94472,unprocessed
356,AL,Albania,Grain maize,2018,Y,yield,kg N / ha,109.88391866913123,calculated
357,AL,Albania,Grain maize,2019,A,harvested area,Mha,0.0551,unprocessed
358,AL,Albania,Grain maize,2019,H,harvested quantity,Gg N,5.9128,unprocessed
359,AL,Albania,Grain maize,2019,Y,yield,kg N / ha,107.31034482758619,calculated
360,AL,Albania,Grapes,1990,A,harvested area,Mha,0.02,unprocessed
361,AL,Albania,Grapes,1990,H,harvested quantity,Gg N,0.273,unprocessed
362,AL,Albania,Grapes,1990,Y,yield,kg N / ha,13.65,calculated
363,AL,Albania,Grapes,1991,A,harvested area,Mha,0.02,unprocessed
364,AL,Albania,Grapes,1991,H,harvested quantity,Gg N,0.1731,unprocessed
365,AL,Albania,Grapes,1991,Y,yield,kg N / ha,8.655,calculated
366,AL,Albania,Grapes,1992,A,harvested area,Mha,0.02,unprocessed
367,AL,Albania,Grapes,1992,H,harvested quantity,Gg N,0.1133999999999999,unprocessed
368,AL,Albania,Grapes,1992,Y,yield,kg N / ha,5.6699999999999955,calculated
369,AL,Albania,Grapes,1993,A,harvested area,Mha,0.02,unprocessed
370,AL,Albania,Grapes,1993,H,harvested quantity,Gg N,0.1212,unprocessed
371,AL,Albania,Grapes,1993,Y,yield,kg N / ha,6.06,calculated
372,AL,Albania,Grapes,1994,A,harvested area,Mha,0.02,unprocessed
373,AL,Albania,Grapes,1994,H,harvested quantity,Gg N,0.132,unprocessed
374,AL,Albania,Grapes,1994,Y,yield,kg N / ha,6.6000000000000005,calculated
375,AL,Albania,Grapes,1995,A,harvested area,Mha,0.019,unprocessed
376,AL,Albania,Grapes,1995,H,harvested quantity,Gg N,0.1665,unprocessed
377,AL,Albania,Grapes,1995,Y,yield,kg N / ha,8.763157894736842,calculated
378,AL,Albania,Grapes,1996,A,harvested area,Mha,0.019,unprocessed
379,AL,Albania,Grapes,1996,H,harvested quantity,Gg N,0.1773,unprocessed
380,AL,Albania,Grapes,1996,Y,yield,kg N / ha,9.331578947368422,calculated
381,AL,Albania,Grapes,1997,A,harvested area,Mha,0.019,unprocessed
382,AL,Albania,Grapes,1997,H,harvested quantity,Gg N,0.2025,unprocessed
383,AL,Albania,Grapes,1997,Y,yield,kg N / ha,10.657894736842106,calculated
384,AL,Albania,Grapes,1998,A,harvested area,Mha,0.019,unprocessed
385,AL,Albania,Grapes,1998,H,harvested quantity,Gg N,0.2049,unprocessed
386,AL,Albania,Grapes,1998,Y,yield,kg N / ha,10.784210526315789,calculated
387,AL,Albania,Grapes,1999,A,harvested area,Mha,0.0183,filled (c)
388,AL,Albania,Grapes,1999,H,harvested quantity,Gg N,0.2091,unprocessed
389,AL,Albania,Grapes,1999,Y,yield,kg N / ha,11.426229508196721,calculated
390,AL,Albania,Grapes,2000,A,harvested area,Mha,0.0176,unprocessed
391,AL,Albania,Grapes,2000,H,harvested quantity,Gg N,0.22554,filled (c)
392,AL,Albania,Grapes,2000,Y,yield,kg N / ha,12.814772727272725,calculated
393,AL,Albania,Grapes,2001,A,harvested area,Mha,0.0185,unprocessed
394,AL,Albania,Grapes,2001,H,harvested quantity,Gg N,0.24198,filled (c)
395,AL,Albania,Grapes,2001,Y,yield,kg N / ha,13.08,calculated
396,AL,Albania,Grapes,2002,A,harvested area,Mha,0.0170085714285714,filled (c)
397,AL,Albania,Grapes,2002,H,harvested quantity,Gg N,0.25842,filled (c)
398,AL,Albania,Grapes,2002,Y,yield,kg N / ha,15.193515874349092,calculated
399,AL,Albania,Grapes,2003,A,harvested area,Mha,0.0155171428571428,filled (c)
400,AL,Albania,Grapes,2003,H,harvested quantity,Gg N,0.27486,filled (c)
401,AL,Albania,Grapes,2003,Y,yield,kg N / ha,17.713312465476037,calculated
402,AL,Albania,Grapes,2004,A,harvested area,Mha,0.0140257142857142,filled (c)
403,AL,Albania,Grapes,2004,H,harvested quantity,Gg N,0.2913,unprocessed
404,AL,Albania,Grapes,2004,Y,yield,kg N / ha,20.768995722143128,calculated
405,AL,Albania,Grapes,2005,A,harvested area,Mha,0.0125342857142857,filled (c)
406,AL,Albania,Grapes,2005,H,harvested quantity,Gg N,0.3453,unprocessed
407,AL,Albania,Grapes,2005,Y,yield,kg N / ha,27.54843856849787,calculated
408,AL,Albania,Grapes,2006,A,harvested area,Mha,0.0110428571428571,filled (c)
409,AL,Albania,Grapes,2006,H,harvested quantity,Gg N,0.3834,unprocessed
410,AL,Albania,Grapes,2006,Y,yield,kg N / ha,34.719275549806085,calculated
411,AL,Albania,Grapes,2007,A,harvested area,Mha,0.0095514285714285,filled (c)
412,AL,Albania,Grapes,2007,H,harvested quantity,Gg N,0.4395,unprocessed
413,AL,Albania,Grapes,2007,Y,yield,kg N / ha,46.01405922823845,calculated
414,AL,Albania,Grapes,2008,A,harvested area,Mha,0.00967571428571425,corrected (f)
415,AL,Albania,Grapes,2008,H,harvested quantity,Gg N,0.46395,corrected (f)
416,AL,Albania,Grapes,2008,Y,yield,kg N / ha,47.925396961058,corrected (f)
417,AL,Albania,Grapes,2009,A,harvested area,Mha,0.0098,unprocessed
418,AL,Albania,Grapes,2009,H,harvested quantity,Gg N,0.4884,unprocessed
419,AL,Albania,Grapes,2009,Y,yield,kg N / ha,49.83673469387755,calculated
420,AL,Albania,Grapes,2010,A,harvested area,Mha,0.00945,corrected (f)
421,AL,Albania,Grapes,2010,H,harvested quantity,Gg N,0.537,corrected (f)
422,AL,Albania,Grapes,2010,Y,yield,kg N / ha,47.9071628651461,corrected (f)
423,AL,Albania,Grapes,2011,A,harvested area,Mha,0.009725000000000001,corrected (f)
424,AL,Albania,Grapes,2011,H,harvested quantity,Gg N,0.5640000000000001,corrected (f)
425,AL,Albania,Grapes,2011,Y,yield,kg N / ha,45.97759103641464,corrected (f)
426,AL,Albania,Grapes,2012,A,harvested area,Mha,0.0097625,corrected (f)
427,AL,Albania,Grapes,2012,H,harvested quantity,Gg N,0.582525,corrected (f)
428,AL,Albania,Grapes,2012,Y,yield,kg N / ha,44.04801920768318,corrected (f)
429,AL,Albania,Grapes,2013,A,harvested area,Mha,0.009681249999999999,corrected (f)
430,AL,Albania,Grapes,2013,H,harvested quantity,Gg N,0.5968125,corrected (f)
431,AL,Albania,Grapes,2013,Y,yield,kg N / ha,42.11844737895172,corrected (f)
432,AL,Albania,Grapes,2014,A,harvested area,Mha,0.009790625,corrected (f)
433,AL,Albania,Grapes,2014,H,harvested quantity,Gg N,0.60590625,corrected (f)
434,AL,Albania,Grapes,2014,Y,yield,kg N / ha,40.18887555022027,corrected (f)
435,AL,Albania,Grapes,2015,A,harvested area,Mha,0.0098953125,corrected (f)
436,AL,Albania,Grapes,2015,H,harvested quantity,Gg N,0.610453125,corrected (f)
437,AL,Albania,Grapes,2015,Y,yield,kg N / ha,38.259303721488806,corrected (f)
438,AL,Albania,Grapes,2016,A,harvested area,Mha,0.00999765625,corrected (f)
439,AL,Albania,Grapes,2016,H,harvested quantity,Gg N,0.6095765625,corrected (f)
440,AL,Albania,Grapes,2016,Y,yield,kg N / ha,36.32973189275735,corrected (f)
441,AL,Albania,Grapes,2017,A,harvested area,Mha,0.01009882812499995,corrected (f)
442,AL,Albania,Grapes,2017,H,harvested quantity,Gg N,0.47038828125,corrected (f)
443,AL,Albania,Grapes,2017,Y,yield,kg N / ha,34.4001600640259,corrected (f)
444,AL,Albania,Grapes,2018,A,harvested area,Mha,0.0101999999999999,unprocessed
445,AL,Albania,Grapes,2018,H,harvested quantity,Gg N,0.3312,unprocessed
446,AL,Albania,Grapes,2018,Y,yield,kg N / ha,32.470588235294436,calculated
447,AL,Albania,Grapes,2019,A,harvested area,Mha,0.0103,unprocessed
448,AL,Albania,Grapes,2019,H,harvested quantity,Gg N,0.3417,unprocessed
449,AL,Albania,Grapes,2019,Y,yield,kg N / ha,33.1747572815534,calculated
450,AL,Albania,Oilseeds,1990,A,harvested area,Mha,0.062,unprocessed
451,AL,Albania,Oilseeds,1990,H,harvested quantity,Gg N,1.51314,unprocessed
452,AL,Albania,Oilseeds,1990,Y,yield,kg N / ha,24.405483870967743,calculated
453,AL,Albania,Oilseeds,1991,A,harvested area,Mha,0.026,unprocessed
454,AL,Albania,Oilseeds,1991,H,harvested quantity,Gg N,0.5317799999999999,unprocessed
455,AL,Albania,Oilseeds,1991,Y,yield,kg N / ha,20.45307692307692,calculated
456,AL,Albania,Oilseeds,1992,A,harvested area,Mha,0.0239999999999999,unprocessed
457,AL,Albania,Oilseeds,1992,H,harvested quantity,Gg N,0.3374999999999999,unprocessed
458,AL,Albania,Oilseeds,1992,Y,yield,kg N / ha,14.062500000000055,calculated
459,AL,Albania,Oilseeds,1993,A,harvested area,Mha,0.006,unprocessed
460,AL,Albania,Oilseeds,1993,H,harvested quantity,Gg N,0.1942799999999999,unprocessed
461,AL,Albania,Oilseeds,1993,Y,yield,kg N / ha,32.37999999999998,calculated
462,AL,Albania,Oilseeds,1994,A,harvested area,Mha,0.0024,unprocessed
463,AL,Albania,Oilseeds,1994,H,harvested quantity,Gg N,0.0602759999999999,unprocessed
464,AL,Albania,Oilseeds,1994,Y,yield,kg N / ha,25.11499999999996,calculated
465,AL,Albania,Oilseeds,1995,A,harvested area,Mha,0.0025999999999999,unprocessed
466,AL,Albania,Oilseeds,1995,H,harvested quantity,Gg N,0.1205519999999999,unprocessed
467,AL,Albania,Oilseeds,1995,Y,yield,kg N / ha,46.36615384615558,calculated
468,AL,Albania,Oilseeds,1996,A,harvested area,Mha,0.0026,unprocessed
469,AL,Albania,Oilseeds,1996,H,harvested quantity,Gg N,0.129768,unprocessed
470,AL,Albania,Oilseeds,1996,Y,yield,kg N / ha,49.91076923076923,calculated
471,AL,Albania,Oilseeds,1997,A,harvested area,Mha,0.0044,unprocessed
472,AL,Albania,Oilseeds,1997,H,harvested quantity,Gg N,0.130764,unprocessed
473,AL,Albania,Oilseeds,1997,Y,yield,kg N / ha,29.719090909090905,calculated
474,AL,Albania,Oilseeds,1998,A,harvested area,Mha,0.0042,unprocessed
475,AL,Albania,Oilseeds,1998,H,harvested quantity,Gg N,0.141972,unprocessed
476,AL,Albania,Oilseeds,1998,Y,yield,kg N / ha,33.80285714285714,calculated
477,AL,Albania,Oilseeds,1999,A,harvested area,Mha,0.0046,unprocessed
478,AL,Albania,Oilseeds,1999,H,harvested quantity,Gg N,0.2484539999999999,unprocessed
479,AL,Albania,Oilseeds,1999,Y,yield,kg N / ha,54.01173913043476,calculated
480,AL,Albania,Oilseeds,2000,A,harvested area,Mha,0.0046,filled (c)
481,AL,Albania,Oilseeds,2000,H,harvested quantity,Gg N,0.215914,filled (c)
482,AL,Albania,Oilseeds,2000,Y,yield,kg N / ha,46.93782608695652,calculated
483,AL,Albania,Oilseeds,2001,A,harvested area,Mha,0.0045,filled (c)
484,AL,Albania,Oilseeds,2001,H,harvested quantity,Gg N,0.224134,filled (c)
485,AL,Albania,Oilseeds,2001,Y,yield,kg N / ha,49.80755555555556,calculated
486,AL,Albania,Oilseeds,2002,A,harvested area,Mha,0.0042,filled (c)
487,AL,Albania,Oilseeds,2002,H,harvested quantity,Gg N,0.197844,filled (c)
488,AL,Albania,Oilseeds,2002,Y,yield,kg N / ha,47.105714285714285,calculated
489,AL,Albania,Oilseeds,2003,A,harvested area,Mha,0.0041,filled (c)
490,AL,Albania,Oilseeds,2003,H,harvested quantity,Gg N,0.178314,filled (c)
491,AL,Albania,Oilseeds,2003,Y,yield,kg N / ha,43.491219512195116,calculated
492,AL,Albania,Oilseeds,2004,A,harvested area,Mha,0.0054,filled (c)
493,AL,Albania,Oilseeds,2004,H,harvested quantity,Gg N,0.189964,filled (c)
494,AL,Albania,Oilseeds,2004,Y,yield,kg N / ha,35.178518518518516,calculated
495,AL,Albania,Oilseeds,2005,A,harvested area,Mha,0.0038,filled (c)
496,AL,Albania,Oilseeds,2005,H,harvested quantity,Gg N,0.204264,filled (c)
497,AL,Albania,Oilseeds,2005,Y,yield,kg N / ha,53.753684210526316,calculated
498,AL,Albania,Oilseeds,2006,A,harvested area,Mha,0.0038,filled (c)
499,AL,Albania,Oilseeds,2006,H,harvested quantity,Gg N,0.189964,filled (c)
500,AL,Albania,Oilseeds,2006,Y,yield,kg N / ha,49.990526315789474,calculated
501,AL,Albania,Oilseeds,2007,A,harvested area,Mha,0.0046,filled (c)
502,AL,Albania,Oilseeds,2007,H,harvested quantity,Gg N,0.193904,filled (c)
503,AL,Albania,Oilseeds,2007,Y,yield,kg N / ha,42.15304347826087,calculated
504,AL,Albania,Oilseeds,2008,A,harvested area,Mha,0.004,filled (c)
505,AL,Albania,Oilseeds,2008,H,harvested quantity,Gg N,0.202124,filled (c)
506,AL,Albania,Oilseeds,2008,Y,yield,kg N / ha,50.531,calculated
507,AL,Albania,Oilseeds,2009,A,harvested area,Mha,0.0037999999999999,filled (c)
508,AL,Albania,Oilseeds,2009,H,harvested quantity,Gg N,0.198014,filled (c)
509,AL,Albania,Oilseeds,2009,Y,yield,kg N / ha,52.10894736842243,calculated
510,AL,Albania,Oilseeds,2010,A,harvested area,Mha,0.0039,filled (c)
511,AL,Albania,Oilseeds,2010,H,harvested quantity,Gg N,0.203924,filled (c)
512,AL,Albania,Oilseeds,2010,Y,yield,kg N / ha,52.28820512820513,calculated
513,AL,Albania,Oilseeds,2011,A,harvested area,Mha,0.0041,filled (c)
514,AL,Albania,Oilseeds,2011,H,harvested quantity,Gg N,0.217884,filled (c)
515,AL,Albania,Oilseeds,2011,Y,yield,kg N / ha,53.142439024390235,calculated
516,AL,Albania,Oilseeds,2012,A,harvested area,Mha,0.004,filled (c)
517,AL,Albania,Oilseeds,2012,H,harvested quantity,Gg N,0.186024,filled (c)
518,AL,Albania,Oilseeds,2012,Y,yield,kg N / ha,46.506,calculated
519,AL,Albania,Oilseeds,2013,A,harvested area,Mha,0.0036,filled (c)
520,AL,Albania,Oilseeds,2013,H,harvested quantity,Gg N,0.1849405,filled (c)
521,AL,Albania,Oilseeds,2013,Y,yield,kg N / ha,51.37236111111111,calculated
522,AL,Albania,Oilseeds,2014,A,harvested area,Mha,0.0032,filled (c)
523,AL,Albania,Oilseeds,2014,H,harvested quantity,Gg N,0.183857,filled (c)
524,AL,Albania,Oilseeds,2014,Y,yield,kg N / ha,57.4553125,calculated
525,AL,Albania,Oilseeds,2015,A,harvested area,Mha,0.0032,filled (c)
526,AL,Albania,Oilseeds,2015,H,harvested quantity,Gg N,0.189937,filled (c)
527,AL,Albania,Oilseeds,2015,Y,yield,kg N / ha,59.3553125,calculated
528,AL,Albania,Oilseeds,2016,A,harvested area,Mha,0.0033,filled (c)
529,AL,Albania,Oilseeds,2016,H,harvested quantity,Gg N,0.2020969999999999,filled (c)
530,AL,Albania,Oilseeds,2016,Y,yield,kg N / ha,61.24151515151512,calculated
531,AL,Albania,Oilseeds,2017,A,harvested area,Mha,0.003,filled (c)
532,AL,Albania,Oilseeds,2017,H,harvested quantity,Gg N,0.173192,filled (c)
533,AL,Albania,Oilseeds,2017,Y,yield,kg N / ha,57.73066666666667,calculated
534,AL,Albania,Oilseeds,2018,A,harvested area,Mha,0.00292,filled (c)
535,AL,Albania,Oilseeds,2018,H,harvested quantity,Gg N,0.183056,filled (c)
536,AL,Albania,Oilseeds,2018,Y,yield,kg N / ha,62.69041095890411,calculated
537,AL,Albania,Oilseeds,2019,A,harvested area,Mha,0.0029,filled (c)
538,AL,Albania,Oilseeds,2019,H,harvested quantity,Gg N,0.177499,filled (c)
539,AL,Albania,Oilseeds,2019,Y,yield,kg N / ha,61.20655172413793,calculated
540,AL,Albania,Olives,1990,A,harvested area,Mha,0.045,unprocessed
541,AL,Albania,Olives,1990,H,harvested quantity,Gg N,0.038,unprocessed
542,AL,Albania,Olives,1990,Y,yield,kg N / ha,0.8444444444444444,calculated
543,AL,Albania,Olives,1991,A,harvested area,Mha,0.045,unprocessed
544,AL,Albania,Olives,1991,H,harvested quantity,Gg N,0.1341399999999999,unprocessed
545,AL,Albania,Olives,1991,Y,yield,kg N / ha,2.9808888888888867,calculated
546,AL,Albania,Olives,1992,A,harvested area,Mha,0.045,unprocessed
547,AL,Albania,Olives,1992,H,harvested quantity,Gg N,0.07676,unprocessed
548,AL,Albania,Olives,1992,Y,yield,kg N / ha,1.7057777777777778,calculated
549,AL,Albania,Olives,1993,A,harvested area,Mha,0.045,unprocessed
550,AL,Albania,Olives,1993,H,harvested quantity,Gg N,0.09614,unprocessed
551,AL,Albania,Olives,1993,Y,yield,kg N / ha,2.136444444444445,calculated
552,AL,Albania,Olives,1994,A,harvested area,Mha,0.045,unprocessed
553,AL,Albania,Olives,1994,H,harvested quantity,Gg N,0.114,unprocessed
554,AL,Albania,Olives,1994,Y,yield,kg N / ha,2.5333333333333337,calculated
555,AL,Albania,Olives,1995,A,harvested area,Mha,0.045,unprocessed
556,AL,Albania,Olives,1995,H,harvested quantity,Gg N,0.14706,unprocessed
557,AL,Albania,Olives,1995,Y,yield,kg N / ha,3.2680000000000002,calculated
558,AL,Albania,Olives,1996,A,harvested area,Mha,0.045,unprocessed
559,AL,Albania,Olives,1996,H,harvested quantity,Gg N,0.1052599999999999,unprocessed
560,AL,Albania,Olives,1996,Y,yield,kg N / ha,2.3391111111111087,calculated
561,AL,Albania,Olives,1997,A,harvested area,Mha,0.045,unprocessed
562,AL,Albania,Olives,1997,H,harvested quantity,Gg N,0.1265399999999999,unprocessed
563,AL,Albania,Olives,1997,Y,yield,kg N / ha,2.811999999999998,calculated
564,AL,Albania,Olives,1998,A,harvested area,Mha,0.044,unprocessed
565,AL,Albania,Olives,1998,H,harvested quantity,Gg N,0.17822,unprocessed
566,AL,Albania,Olives,1998,Y,yield,kg N / ha,4.050454545454546,calculated
567,AL,Albania,Olives,1999,A,harvested area,Mha,0.0538,unprocessed
568,AL,Albania,Olives,1999,H,harvested quantity,Gg N,0.1596,unprocessed
569,AL,Albania,Olives,1999,Y,yield,kg N / ha,2.966542750929368,calculated
570,AL,Albania,Olives,2000,A,harvested area,Mha,0.044,unprocessed
571,AL,Albania,Olives,2000,H,harvested quantity,Gg N,0.172292,filled (c)
572,AL,Albania,Olives,2000,Y,yield,kg N / ha,3.915727272727273,calculated
573,AL,Albania,Olives,2001,A,harvested area,Mha,0.044,unprocessed
574,AL,Albania,Olives,2001,H,harvested quantity,Gg N,0.184984,filled (c)
575,AL,Albania,Olives,2001,Y,yield,kg N / ha,4.2041818181818185,calculated
576,AL,Albania,Olives,2002,A,harvested area,Mha,0.0429428571428571,filled (c)
577,AL,Albania,Olives,2002,H,harvested quantity,Gg N,0.197676,filled (c)
578,AL,Albania,Olives,2002,Y,yield,kg N / ha,4.603233532934136,calculated
579,AL,Albania,Olives,2003,A,harvested area,Mha,0.0418857142857142,filled (c)
580,AL,Albania,Olives,2003,H,harvested quantity,Gg N,0.210368,filled (c)
581,AL,Albania,Olives,2003,Y,yield,kg N / ha,5.022428376534799,calculated
582,AL,Albania,Olives,2004,A,harvested area,Mha,0.0408285714285714,filled (c)
583,AL,Albania,Olives,2004,H,harvested quantity,Gg N,0.22306,unprocessed
584,AL,Albania,Olives,2004,Y,yield,kg N / ha,5.463331000699794,calculated
585,AL,Albania,Olives,2005,A,harvested area,Mha,0.0397714285714285,filled (c)
